x,y,sentiment
Sokka,Appa,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3506}"
Katara,Toph,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}"
Katara,Toph,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}"
Toph,Katara,"{'neg': 0.332, 'neu': 0.668, 'pos': 0.0, 'compound': -0.6103}"
Katara,Katara,"{'neg': 0.057, 'neu': 0.863, 'pos': 0.08, 'compound': -0.3753}"
Toph,Aang,"{'neg': 0.049, 'neu': 0.855, 'pos': 0.096, 'compound': 0.3213}"
Katara,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.4329}"
Aang,Sokka,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.5574}"
Sokka,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Sokka,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}"
Sokka,Katara,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5423}"
Aang,Sokka,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
Sokka,Katara,"{'neg': 0.041, 'neu': 0.688, 'pos': 0.272, 'compound': 0.8126}"
Katara,Sokka,"{'neg': 0.205, 'neu': 0.741, 'pos': 0.054, 'compound': -0.691}"
Aang,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.1027}"
Sokka,Toph,"{'neg': 0.166, 'neu': 0.768, 'pos': 0.066, 'compound': -0.4133}"
Sokka,Sokka,"{'neg': 0.076, 'neu': 0.796, 'pos': 0.128, 'compound': 0.7524}"
Toph,Katara,"{'neg': 0.028, 'neu': 0.75, 'pos': 0.222, 'compound': 0.9536}"
Katara,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Katara,"{'neg': 0.306, 'neu': 0.618, 'pos': 0.076, 'compound': -0.8269}"
Katara,Sokka,"{'neg': 0.213, 'neu': 0.7, 'pos': 0.087, 'compound': -0.5406}"
Katara,Aang,"{'neg': 0.113, 'neu': 0.794, 'pos': 0.093, 'compound': -0.2874}"
Toph,Aang,"{'neg': 0.039, 'neu': 0.874, 'pos': 0.087, 'compound': 0.3595}"
Katara,Toph,"{'neg': 0.048, 'neu': 0.882, 'pos': 0.071, 'compound': 0.2023}"
Katara,Toph,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}"
Sokka,Aang,"{'neg': 0.069, 'neu': 0.897, 'pos': 0.034, 'compound': -0.2382}"
Toph,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.4374}"
Toph,Katara,"{'neg': 0.184, 'neu': 0.516, 'pos': 0.3, 'compound': 0.3769}"
Toph,Sokka,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
Sokka,Fung,"{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.8118}"
Toph,Katara,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.4389}"
Aang,Katara,"{'neg': 0.223, 'neu': 0.655, 'pos': 0.122, 'compound': -0.3182}"
Hama,Hama,"{'neg': 0.174, 'neu': 0.795, 'pos': 0.031, 'compound': -0.765}"
Sokka,Momo,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.5242}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5411}"
Sokka,Hama,"{'neg': 0.219, 'neu': 0.65, 'pos': 0.131, 'compound': -0.1243}"
Katara,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Sokka,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.7177}"
Katara,Sokka,"{'neg': 0.071, 'neu': 0.89, 'pos': 0.039, 'compound': -0.3142}"
Katara,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Katara,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.7094}"
Sokka,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.3291}"
Aang,Toph,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}"
Katara,Hama,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.8309}"
Hama,Katara,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.5647}"
Hama,Katara,"{'neg': 0.04, 'neu': 0.879, 'pos': 0.081, 'compound': 0.2732}"
Hama,Katara,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.4404}"
Ding,Sokka,"{'neg': 0.099, 'neu': 0.875, 'pos': 0.025, 'compound': -0.8605}"
Toph,Aang,"{'neg': 0.203, 'neu': 0.755, 'pos': 0.042, 'compound': -0.6467}"
Sokka,Hama,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Hama,"{'neg': 0.384, 'neu': 0.616, 'pos': 0.0, 'compound': -0.3595}"
Hama,Hama,"{'neg': 0.305, 'neu': 0.695, 'pos': 0.0, 'compound': -0.7845}"
Hama,Katara,"{'neg': 0.108, 'neu': 0.829, 'pos': 0.063, 'compound': -0.9275}"
Hama,Katara,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.802}"
Hama,Katara,"{'neg': 0.088, 'neu': 0.844, 'pos': 0.068, 'compound': -0.2771}"
Hama,Hama,"{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.4912}"
Katara,Hama,"{'neg': 0.227, 'neu': 0.69, 'pos': 0.083, 'compound': -0.7443}"
Hama,Katara,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.7332}"
Katara,Hama,"{'neg': 0.142, 'neu': 0.696, 'pos': 0.163, 'compound': 0.1967}"
Sokka,Hama,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.187, 'neu': 0.7, 'pos': 0.113, 'compound': -0.5067}"
Katara,Aang,"{'neg': 0.124, 'neu': 0.782, 'pos': 0.094, 'compound': -0.1007}"
Hama,Katara,"{'neg': 0.137, 'neu': 0.535, 'pos': 0.328, 'compound': 0.5547}"
Hama,Katara,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.5994}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}"
Katara,Aang,"{'neg': 0.092, 'neu': 0.689, 'pos': 0.22, 'compound': 0.5994}"
Aang,Ozai,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4003}"
Ozai,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Momo,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.7184}"
Aang,Ozai,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3818}"
Sokka,Aang,"{'neg': 0.216, 'neu': 0.719, 'pos': 0.065, 'compound': -0.6597}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.9468}"
Aang,Ozai,"{'neg': 0.073, 'neu': 0.823, 'pos': 0.103, 'compound': 0.2481}"
Mai,Zuko,"{'neg': 0.17, 'neu': 0.694, 'pos': 0.136, 'compound': -0.3182}"
Zuko,Mai,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.644}"
Ozai,Aang,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.8264}"
Sokka,Aang,"{'neg': 0.587, 'neu': 0.31, 'pos': 0.103, 'compound': -0.8852}"
Aang,Katara,"{'neg': 0.088, 'neu': 0.854, 'pos': 0.058, 'compound': -0.4753}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.501}"
Sokka,Aang,"{'neg': 0.126, 'neu': 0.705, 'pos': 0.169, 'compound': 0.4019}"
Katara,Sokka,"{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.6214}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.2449}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.2944}"
Aang,Ozai,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.765}"
Sokka,Aang,"{'neg': 0.174, 'neu': 0.738, 'pos': 0.087, 'compound': -0.3182}"
Azula,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Azula,Zuko,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.3321}"
Azula,Azula,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Toph,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.5972}"
Toph,Aang,"{'neg': 0.024, 'neu': 0.874, 'pos': 0.102, 'compound': 0.636}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.8845}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7964}"
Katara,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Ozai,"{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.4003}"
Sokka,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Momo,Aang,"{'neg': 0.04, 'neu': 0.901, 'pos': 0.059, 'compound': 0.3291}"
Aang,Aang,"{'neg': 0.144, 'neu': 0.735, 'pos': 0.121, 'compound': -0.2629}"
Momo,Appa,"{'neg': 0.291, 'neu': 0.539, 'pos': 0.169, 'compound': -0.1491}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9371}"
Toph,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.085, 'neu': 0.788, 'pos': 0.126, 'compound': 0.3595}"
Aang,Ozai,"{'neg': 0.163, 'neu': 0.544, 'pos': 0.293, 'compound': 0.2263}"
Aang,Momo,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.636}"
Aang,Ozai,"{'neg': 0.136, 'neu': 0.637, 'pos': 0.227, 'compound': 0.5106}"
Toph,Aang,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.6966}"
Aang,Toph,"{'neg': 0.119, 'neu': 0.813, 'pos': 0.068, 'compound': -0.4563}"
Katara,Katara,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.6705}"
Katara,Katara,"{'neg': 0.124, 'neu': 0.647, 'pos': 0.229, 'compound': 0.4199}"
Hakoda,Sokka,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5284}"
Due,Dock,"{'neg': 0.14, 'neu': 0.761, 'pos': 0.098, 'compound': -0.3234}"
Tho,Due,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bato,Sokka,"{'neg': 0.079, 'neu': 0.788, 'pos': 0.133, 'compound': 0.2732}"
Huu,Huu,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.8062}"
Haru,Katara,"{'neg': 0.077, 'neu': 0.809, 'pos': 0.114, 'compound': 0.25}"
Katara,Haru,"{'neg': 0.09, 'neu': 0.726, 'pos': 0.185, 'compound': 0.4982}"
Aang,Toph,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.4767}"
Haru,Katara,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7506}"
Tyro,Katara,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.7096}"
The Boulder,The Boulder,"{'neg': 0.199, 'neu': 0.581, 'pos': 0.219, 'compound': 0.122}"
The Duke,Momo,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.7351}"
Warden Poon,Ming,"{'neg': 0.156, 'neu': 0.616, 'pos': 0.227, 'compound': 0.128}"
Ming,Iroh,"{'neg': 0.14, 'neu': 0.702, 'pos': 0.157, 'compound': -0.1531}"
Iroh,Ming,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.7346}"
Sokka,Aang,"{'neg': 0.059, 'neu': 0.828, 'pos': 0.113, 'compound': 0.9496}"
Katara,Katara,"{'neg': 0.068, 'neu': 0.809, 'pos': 0.123, 'compound': 0.4019}"
Sokka,Katara,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.4767}"
Hakoda,Aang,"{'neg': 0.103, 'neu': 0.781, 'pos': 0.116, 'compound': 0.5118}"
The Boulder,The Boulder,"{'neg': 0.241, 'neu': 0.702, 'pos': 0.057, 'compound': -0.6369}"
Hakoda,Aang,"{'neg': 0.186, 'neu': 0.785, 'pos': 0.029, 'compound': -0.896}"
Sokka,Aang,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.34}"
Aang,Sokka,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8268}"
Hakoda,Azulon,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}"
Hakoda,Sokka,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4926}"
Toph,Sokka,"{'neg': 0.172, 'neu': 0.627, 'pos': 0.201, 'compound': 0.2263}"
The Duke,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Mechanist,Aang,"{'neg': 0.163, 'neu': 0.766, 'pos': 0.071, 'compound': -0.847}"
Ming,Iroh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Iroh,Ming,"{'neg': 0.083, 'neu': 0.706, 'pos': 0.21, 'compound': 0.617}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Aang,"{'neg': 0.137, 'neu': 0.571, 'pos': 0.291, 'compound': 0.4019}"
Aang,Aang,"{'neg': 0.11, 'neu': 0.519, 'pos': 0.37, 'compound': 0.6124}"
Toph,Aang,"{'neg': 0.253, 'neu': 0.548, 'pos': 0.199, 'compound': 0.0516}"
Hakoda,Aang,"{'neg': 0.109, 'neu': 0.735, 'pos': 0.156, 'compound': 0.539}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.114, 'neu': 0.673, 'pos': 0.213, 'compound': 0.6486}"
Katara,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Mai,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}"
Due,Huu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Hakoda,Katara,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.9393}"
Hakoda,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.0951}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.2584}"
Sokka,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Sokka,"{'neg': 0.036, 'neu': 0.887, 'pos': 0.077, 'compound': 0.3382}"
Aang,Aang,"{'neg': 0.225, 'neu': 0.715, 'pos': 0.06, 'compound': -0.7142}"
Aang,Ozai,"{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.7494}"
Hakoda,Katara,"{'neg': 0.17, 'neu': 0.648, 'pos': 0.182, 'compound': 0.1027}"
Sokka,Aang,"{'neg': 0.191, 'neu': 0.768, 'pos': 0.041, 'compound': -0.7506}"
Aang,Aang,"{'neg': 0.144, 'neu': 0.766, 'pos': 0.09, 'compound': -0.276}"
Aang,Ozai,"{'neg': 0.195, 'neu': 0.699, 'pos': 0.107, 'compound': -0.34}"
Sokka,Ozai,"{'neg': 0.075, 'neu': 0.846, 'pos': 0.078, 'compound': 0.0258}"
Hakoda,Aang,"{'neg': 0.051, 'neu': 0.752, 'pos': 0.197, 'compound': 0.6124}"
Sokka,Aang,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.34}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
Aang,Ozai,"{'neg': 0.179, 'neu': 0.448, 'pos': 0.373, 'compound': 0.3818}"
Zuko,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Azula,"{'neg': 0.056, 'neu': 0.663, 'pos': 0.281, 'compound': 0.6643}"
Zuko,Ozai,"{'neg': 0.098, 'neu': 0.797, 'pos': 0.105, 'compound': -0.1027}"
Zuko,Zuko,"{'neg': 0.177, 'neu': 0.677, 'pos': 0.146, 'compound': -0.7087}"
Ozai,Iroh,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}"
Sokka,Aang,"{'neg': 0.3, 'neu': 0.547, 'pos': 0.153, 'compound': -0.6562}"
Sokka,Ozai,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.34}"
Azula,Azula,"{'neg': 0.134, 'neu': 0.707, 'pos': 0.159, 'compound': 0.34}"
Zuko,Iroh,"{'neg': 0.159, 'neu': 0.713, 'pos': 0.128, 'compound': -0.0772}"
Zuko,Aang,"{'neg': 0.108, 'neu': 0.649, 'pos': 0.243, 'compound': 0.611}"
Ozai,Zuko,"{'neg': 0.079, 'neu': 0.815, 'pos': 0.106, 'compound': 0.5802}"
Ozai,Zuko,"{'neg': 0.09, 'neu': 0.876, 'pos': 0.034, 'compound': -0.5267}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Azula,Than,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7414}"
Toph,Sokka,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.5801}"
Aang,Ozai,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4767}"
Toph,Ozai,"{'neg': 0.039, 'neu': 0.751, 'pos': 0.21, 'compound': 0.8201}"
Sokka,Appa,"{'neg': 0.041, 'neu': 0.892, 'pos': 0.067, 'compound': 0.3578}"
Aang,Aang,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.5167}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
Hakoda,Bato,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Aang,"{'neg': 0.105, 'neu': 0.645, 'pos': 0.25, 'compound': 0.5574}"
Hakoda,Aang,"{'neg': 0.042, 'neu': 0.669, 'pos': 0.289, 'compound': 0.7906}"
Katara,Hakoda,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.4176}"
Hakoda,Aang,"{'neg': 0.077, 'neu': 0.679, 'pos': 0.244, 'compound': 0.7269}"
Mechanist,Toph,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}"
The Duke,Appa,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.5267}"
Pipsqueak,The Duke,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}"
Hakoda,Sokka,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.1655}"
Aang,Appa,"{'neg': 0.257, 'neu': 0.636, 'pos': 0.106, 'compound': -0.4317}"
The Duke,Pipsqueak,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531}"
Zuko,Aang,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
Iroh,Aang,"{'neg': 0.079, 'neu': 0.862, 'pos': 0.06, 'compound': -0.1477}"
Iroh,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Aang,"{'neg': 0.159, 'neu': 0.757, 'pos': 0.084, 'compound': -0.4404}"
The Duke,The Duke,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Ozai,"{'neg': 0.135, 'neu': 0.8, 'pos': 0.065, 'compound': -0.3164}"
Katara,Jeong Jeong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Jeong Jeong,"{'neg': 0.17, 'neu': 0.752, 'pos': 0.079, 'compound': -0.3691}"
Aang,Momo,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5994}"
Zuko,Aang,"{'neg': 0.087, 'neu': 0.737, 'pos': 0.176, 'compound': 0.9851}"
Toph,Toph,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.34}"
Zuko,Zuko,"{'neg': 0.093, 'neu': 0.793, 'pos': 0.115, 'compound': 0.128}"
Zuko,Aang,"{'neg': 0.069, 'neu': 0.859, 'pos': 0.073, 'compound': 0.0516}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3595}"
Zuko,Appa,"{'neg': 0.053, 'neu': 0.705, 'pos': 0.242, 'compound': 0.8193}"
Sokka,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Aang,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7184}"
Zuko,Azula,"{'neg': 0.107, 'neu': 0.835, 'pos': 0.058, 'compound': -0.5158}"
Aang,Zuko,"{'neg': 0.07, 'neu': 0.812, 'pos': 0.118, 'compound': 0.3182}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.7227}"
Katara,Appa,"{'neg': 0.295, 'neu': 0.542, 'pos': 0.163, 'compound': -0.4003}"
Katara,Toph,"{'neg': 0.134, 'neu': 0.653, 'pos': 0.213, 'compound': 0.5696}"
Sokka,Kyoshi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Aang,"{'neg': 0.092, 'neu': 0.908, 'pos': 0.0, 'compound': -0.7256}"
Aang,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,The Duke,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3595}"
Toph,Zuko,"{'neg': 0.149, 'neu': 0.714, 'pos': 0.136, 'compound': -0.0516}"
Sokka,Zuko,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.5255}"
Aang,Toph,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.4854}"
Toph,Sokka,"{'neg': 0.134, 'neu': 0.805, 'pos': 0.061, 'compound': -0.4404}"
Sokka,Sokka,"{'neg': 0.185, 'neu': 0.711, 'pos': 0.104, 'compound': -0.6374}"
Katara,Sokka,"{'neg': 0.172, 'neu': 0.656, 'pos': 0.172, 'compound': 0.0}"
Zuko,Aang,"{'neg': 0.215, 'neu': 0.756, 'pos': 0.03, 'compound': -0.8935}"
Aang,Zuko,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.5927}"
Zuko,Toph,"{'neg': 0.138, 'neu': 0.702, 'pos': 0.16, 'compound': 0.5119}"
Aang,Katara,"{'neg': 0.078, 'neu': 0.761, 'pos': 0.161, 'compound': 0.8248}"
Aang,Toph,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6124}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Ozai,"{'neg': 0.182, 'neu': 0.774, 'pos': 0.044, 'compound': -0.6249}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Zuko,"{'neg': 0.055, 'neu': 0.824, 'pos': 0.122, 'compound': 0.4019}"
Sokka,Aang,"{'neg': 0.04, 'neu': 0.7, 'pos': 0.26, 'compound': 0.8902}"
Zuko,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Iroh,Zuko,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9153}"
Katara,Aang,"{'neg': 0.162, 'neu': 0.778, 'pos': 0.06, 'compound': -0.908}"
Aang,Aang,"{'neg': 0.134, 'neu': 0.576, 'pos': 0.29, 'compound': 0.3459}"
Zuko,Aang,"{'neg': 0.201, 'neu': 0.731, 'pos': 0.068, 'compound': -0.7486}"
Aang,Aang,"{'neg': 0.117, 'neu': 0.556, 'pos': 0.328, 'compound': 0.5859}"
Aang,Aang,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}"
Zuko,Aang,"{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.68}"
Zuko,Zuko,"{'neg': 0.104, 'neu': 0.751, 'pos': 0.145, 'compound': 0.0418}"
Katara,Zuko,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.3412}"
Toph,Toph,"{'neg': 0.172, 'neu': 0.574, 'pos': 0.254, 'compound': 0.25}"
Sokka,Zuko,"{'neg': 0.136, 'neu': 0.744, 'pos': 0.12, 'compound': -0.1027}"
Zuko,Zuko,"{'neg': 0.249, 'neu': 0.718, 'pos': 0.033, 'compound': -0.8837}"
